,EXPOCODE,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_SWS,PH_SWS_FLAG_W,PH_TMP,THETA
175,  29HE20130320,7.0,1.0,9.0,2.0,20130325.0,1811.0,-47.105,-53.864, 6166,   2027.9,   2.6371,  34.7900,2.0,    203.7,2.0,    206.8,2.0,    64.65,2.0,    27.78,2.0,     1.85,2.0,   2341.9,2.0,7.6293,2.0,    25.00,   2.4880
176,  29HE20130320,7.0,1.0,10.0,2.0,20130325.0,1811.0,-47.105,-53.864, 6166,   1825.1,   2.7993,  34.7690,2.0,    198.7,2.0,    199.8,2.0,    61.63,2.0,    28.20,2.0,     1.89,2.0,   2339.1,2.0,7.6244,2.0,    25.00,   2.6657
177,  29HE20130320,7.0,1.0,11.0,2.0,20130325.0,1811.0,-47.105,-53.864, 6166,   1620.4,   2.7333,  34.6985,2.0,    185.1,2.0,    186.9,2.0,    67.52,2.0,    30.56,2.0,     2.09,2.0,   2340.1,2.0,7.5926,2.0,    25.00,   2.6183
178,  29HE20130320,7.0,1.0,12.0,2.0,20130325.0,1811.0,-47.105,-53.864, 6166,   1417.9,   2.7295,  34.6251,2.0,    177.7,2.0,    180.4,2.0,    68.92,2.0,    31.96,2.0,     2.20,2.0,   2335.5,2.0,7.5734,2.0,    25.00,   2.6313
179,  29HE20130320,7.0,1.0,13.0,2.0,20130325.0,1811.0,-47.105,-53.864, 6166,   1215.2,   2.8133,  34.5552,2.0,    178.6,2.0,    179.6,2.0,    63.60,2.0,    33.10,2.0,     2.26,2.0,   2329.8,2.0,7.5672,2.0,    25.00,   2.7304
180,  29HE20130320,7.0,1.0,14.0,2.0,20130325.0,1811.0,-47.105,-53.864, 6166,   1010.6,   2.8344,  34.4363,2.0,    184.2,2.0,    186.5,2.0,    59.33,2.0,    33.92,2.0,     2.33,2.0,   2321.9,2.0,7.5622,2.0,    25.00,   2.7671
181,  29HE20130320,7.0,1.0,15.0,2.0,20130325.0,1811.0,-47.105,-53.864, 6166,    809.2,   3.0303,  34.3279,2.0,    205.2,2.0,    207.5,2.0,    46.04,2.0,    32.73,2.0,     2.26,2.0,   2311.9,2.0,7.5791,2.0,    25.00,   2.9766
182,  29HE20130320,7.0,1.0,16.0,2.0,20130325.0,1811.0,-47.105,-53.864, 6166,    709.6,   2.9491,  34.2423,2.0,    226.2,2.0,    225.7,2.0,    37.44,2.0,    31.83,2.0,     2.19,2.0,   2302.5,2.0,7.5885,2.0,    25.00,   2.9031
183,  29HE20130320,7.0,1.0,17.0,2.0,20130325.0,1811.0,-47.105,-53.864, 6166,    607.8,   3.2031,  34.1862,2.0,    243.6,2.0,    243.3,2.0,    29.87,2.0,    30.38,2.0,     2.07,2.0,   2295.1,2.0,7.6163,2.0,    25.00,   3.1631
184,  29HE20130320,7.0,1.0,18.0,2.0,20130325.0,1811.0,-47.105,-53.864, 6166,    507.1,   3.4260,  34.1486,2.0,    258.4,2.0,    258.2,2.0,    23.06,2.0,    28.97,2.0,     1.95,2.0,   2287.6,2.0,7.6439,2.0,    25.00,   3.3921
185,  29HE20130320,7.0,1.0,19.0,2.0,20130325.0,1811.0,-47.105,-53.864, 6166,    402.7,   3.8446,  34.1281,2.0,    271.3,2.0,    267.9,2.0,    17.00,2.0,    27.03,2.0,     1.80,2.0,   2282.4,2.0,7.6636,2.0,    25.00,   3.8167
186,  29HE20130320,7.0,1.0,20.0,2.0,20130325.0,1811.0,-47.105,-53.864, 6166,    303.7,   4.1557,  34.1140,2.0,    282.0,2.0,    280.6,2.0,    12.50,2.0,    25.45,2.0,     1.69,2.0,   2279.0,2.0,7.6792,2.0,    25.00,   4.1342
187,  29HE20130320,7.0,1.0,21.0,2.0,20130325.0,1811.0,-47.105,-53.864, 6166,    203.9,   4.7114,  34.1359,2.0,    277.8,2.0,    276.0,2.0,     9.75,2.0,    24.66,2.0,     1.61,2.0,   2277.7,2.0,7.6938,2.0,    25.00,   4.6962
188,  29HE20130320,7.0,1.0,22.0,2.0,20130325.0,1811.0,-47.105,-53.864, 6166,    102.1,   8.0073,  34.4223,2.0,    256.1,2.0,    256.2,2.0,     4.64,2.0,    18.60,2.0,     1.17,2.0,   2289.0,2.0,7.7489,2.0,    25.00,   7.9971
189,  29HE20130320,7.0,1.0,23.0,2.0,20130325.0,1811.0,-47.105,-53.864, 6166,     50.8,  13.0467,  34.4640,2.0,    262.5,2.0,    262.5,2.0,     0.78,2.0,     4.12,2.0,     0.38,2.0,   2300.4,2.0,7.9284,2.0,    25.00,  13.0398
190,  29HE20130320,7.0,1.0,24.0,2.0,20130325.0,1811.0,-47.105,-53.864, 6166,      6.3,  13.0213,  34.4279,2.0,    263.3,2.0,    263.5,2.0,     0.89,2.0,     4.43,2.0,     0.29,2.0,   2297.9,2.0,7.9353,2.0,    25.00,  13.0204
191,  29HE20130320,8.0,1.0,1.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,   6155.6,   0.3980,  34.6704,2.0,    222.7,2.0,    222.5,2.0,   130.06,2.0,    33.02,2.0,     2.29,2.0,   2367.3,2.0,7.5919,2.0,    25.00,  -0.1406
192,  29HE20130320,8.0,1.0,2.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,   5618.0,   0.3621,  34.6723,2.0,    223.7,2.0,    222.5,2.0,   129.52,2.0,    32.82,2.0,     2.28,2.0,   2366.9,2.0,7.589,2.0,    25.00,  -0.1071
193,  29HE20130320,8.0,1.0,3.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,   5100.2,   0.3764,  34.6758,2.0,    222.5,2.0,    218.6,2.0,   126.70,2.0,    32.62,2.0,     2.26,2.0,   2364.3,2.0,7.5959,2.0,    25.00,  -0.0312
194,  29HE20130320,8.0,1.0,4.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,   4585.3,   0.5122,  34.6835,2.0,    218.7,2.0,    217.0,2.0,   126.25,2.0,    32.67,2.0,     2.27,2.0,   2364.0,2.0,7.5987,2.0,    25.00,   0.1587
195,  29HE20130320,8.0,1.0,5.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,   4068.1,   0.8609,  34.7019,2.0,    211.4,2.0,    210.8,2.0,   119.71,2.0,    32.16,2.0,     2.20,2.0,   2361.9,2.0,7.5941,2.0,    25.00,   0.5527
196,  29HE20130320,8.0,1.0,6.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,   3558.9,   1.2539,  34.7215,2.0,    204.0,2.0,    204.3,2.0,   111.76,2.0,    31.48,2.0,     2.13,2.0,   2362.7,2.0,7.6,2.0,    25.00,   0.9877
197,  29HE20130320,8.0,1.0,7.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,   3046.7,   1.7306,  34.7500,2.0,    201.4,2.0,    201.1,2.0,    95.69,2.0,    30.26,2.0,     2.06,2.0,   2359.8,2.0,7.6092,2.0,    25.00,   1.5038
198,  29HE20130320,8.0,1.0,8.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,   2534.7,   2.2081,  34.7676,2.0,    199.1,2.0,    199.0,2.0,    81.03,2.0,    29.42,2.0,     2.00,2.0,   2347.4,2.0,7.6187,2.0,    25.00,   2.0202
199,  29HE20130320,8.0,1.0,9.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,   2026.2,   2.6315,  34.7433,2.0,    192.0,2.0,    191.4,2.0,    69.82,2.0,    29.78,2.0,     2.03,2.0,   2343.8,2.0,7.6103,2.0,    25.00,   2.4828
200,  29HE20130320,8.0,1.0,10.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,   1821.9,   2.7398,  34.7117,2.0,    187.0,2.0,    186.6,2.0,    68.38,2.0,    30.56,2.0,     2.08,2.0,   2342.3,2.0,7.5967,2.0,    25.00,   2.6075
201,  29HE20130320,8.0,1.0,11.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,   1619.0,   2.8014,  34.6598,2.0,    181.8,2.0,    181.2,2.0,    66.15,2.0,    31.67,2.0,     2.15,2.0,   2338.0,2.0,7.5829,2.0,    25.00,   2.6857
202,  29HE20130320,8.0,1.0,12.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,   1417.4,   2.8044,  34.5876,2.0,    178.4,2.0,    177.7,2.0,    66.10,2.0,    33.03,2.0,     2.28,2.0,   2332.1,2.0,7.5697,2.0,    25.00,   2.7055
203,  29HE20130320,8.0,1.0,13.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,   1216.6,   2.9361,  34.4965,2.0,    183.3,2.0,    182.9,2.0,    57.63,2.0,    33.31,2.0,     2.31,2.0,   2328.4,2.0,7.5672,2.0,    25.00,   2.8520
204,  29HE20130320,8.0,1.0,14.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,   1010.6,   2.9400,  34.3721,2.0,    195.1,2.0,    194.2,2.0,    52.20,2.0,    33.81,2.0,     2.32,2.0,   2317.6,2.0,7.5636,2.0,    25.00,   2.8720
205,  29HE20130320,8.0,1.0,15.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,    809.0,   3.1303,  34.2452,2.0,    226.2,2.0,    225.0,2.0,    36.01,2.0,    31.77,2.0,     2.17,2.0,   2305.7,2.0,7.5964,2.0,    25.00,   3.0761
206,  29HE20130320,8.0,1.0,16.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,    708.4,   3.3829,  34.2173,2.0,    236.2,2.0,    235.2,2.0,    29.77,2.0,    30.44,2.0,     2.04,2.0,   2299.8,2.0,7.6094,2.0,    25.00,   3.3346
207,  29HE20130320,8.0,1.0,17.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,    606.9,   3.4794,  34.1536,2.0,    256.9,2.0,    256.6,2.0,    23.04,2.0,    29.04,2.0,     1.96,2.0,   2292.8,2.0,7.6275,2.0,    25.00,   3.4381
208,  29HE20130320,8.0,1.0,18.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,    503.4,   3.9114,  34.1433,2.0,    266.5,2.0,    264.7,2.0,    17.57,2.0,    27.48,2.0,     1.81,2.0,   2288.2,2.0,7.655,2.0,    25.00,   3.8759
209,  29HE20130320,8.0,1.0,19.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,    404.3,   4.2901,  34.1302,2.0,    277.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2285.8,2.0,-999.0,9.0,  -999.00,   4.2607
210,  29HE20130320,8.0,1.0,20.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,    303.3,   4.5013,  34.1178,2.0,    283.3,2.0,    281.1,2.0,    10.25,2.0,    24.69,2.0,     1.61,2.0,   2280.4,2.0,7.6943,2.0,    25.00,   4.4790
211,  29HE20130320,8.0,1.0,21.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,    202.3,   5.4276,  34.1885,2.0,    266.6,2.0,    265.8,2.0,     8.93,2.0,    24.08,2.0,     1.50,2.0,   2281.1,2.0,7.6947,2.0,    25.00,   5.4114
212,  29HE20130320,8.0,1.0,22.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,    101.8,   8.9132,  34.5516,2.0,    237.5,2.0,    235.8,2.0,     4.85,2.0,    17.26,2.0,     0.99,2.0,   2301.7,2.0,7.7546,2.0,    25.00,   8.9023
213,  29HE20130320,8.0,1.0,23.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,     50.0,  13.3191,  34.4563,2.0,    258.6,2.0,    257.8,2.0,     0.82,2.0,     4.00,2.0,     0.27,2.0,   2300.5,2.0,7.9102,2.0,    25.00,  13.3122
214,  29HE20130320,8.0,1.0,24.0,2.0,20130326.0,349.0,-46.506,-53.334, 6176,      5.0,  13.3489,  34.4278,2.0,    262.5,2.0,    261.1,2.0,     0.59,2.0,     3.05,2.0,     0.09,2.0,   2297.6,2.0,7.9299,2.0,    25.00,  13.3482
215,  29HE20130320,9.0,1.0,1.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,   6129.8,   0.3939,  34.6702,2.0,    222.5,2.0,    222.9,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2368.2,2.0,-999.0,9.0,  -999.00,  -0.1412
216,  29HE20130320,9.0,1.0,2.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,   5615.7,   0.3578,  34.6722,2.0,    222.8,2.0,    222.7,2.0,   126.85,2.0,    32.91,2.0,     2.28,2.0,   2368.3,2.0,7.5955,2.0,    25.00,  -0.1109
217,  29HE20130320,9.0,1.0,3.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,   5105.9,   0.3594,  34.6750,2.0,    222.1,2.0,    221.0,2.0,   126.77,2.0,    32.78,2.0,     2.28,2.0,   2365.0,2.0,7.5937,2.0,    25.00,  -0.0482
218,  29HE20130320,9.0,1.0,4.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,   4586.4,   0.4826,  34.6826,2.0,    218.2,2.0,    217.6,2.0,   123.08,2.0,    32.41,2.0,     2.25,2.0,   2367.0,2.0,7.5866,2.0,    25.00,   0.1299
219,  29HE20130320,9.0,1.0,5.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,   4072.7,   0.8349,  34.7007,2.0,    211.0,2.0,    210.9,2.0,   117.29,2.0,    32.03,2.0,     2.21,2.0,   2364.4,2.0,7.6017,2.0,    25.00,   0.5270
220,  29HE20130320,9.0,1.0,6.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,   3559.6,   1.2526,  34.7232,2.0,    203.9,2.0,    203.1,2.0,   109.65,2.0,    31.33,2.0,     2.15,2.0,   2364.6,2.0,7.5963,2.0,    25.00,   0.9864
221,  29HE20130320,9.0,1.0,7.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,   3048.0,   1.7875,  34.7607,2.0,    203.8,2.0,    204.6,2.0,    91.28,2.0,    29.67,2.0,     2.05,2.0,   2358.1,2.0,7.6173,2.0,    25.00,   1.5592
222,  29HE20130320,9.0,1.0,8.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,   2541.9,   2.3683,  34.8010,2.0,    208.8,2.0,    211.1,2.0,    69.41,2.0,    27.45,2.0,     1.89,2.0,   2350.9,2.0,-999.0,9.0,  -999.00,   2.1766
223,  29HE20130320,9.0,1.0,9.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,   2027.9,   2.8552,  34.8042,2.0,    206.9,2.0,    206.9,2.0,    42.53,2.0,    31.53,2.0,     2.14,2.0,   2342.8,2.0,7.5964,2.0,    25.00,   2.7027
224,  29HE20130320,9.0,1.0,10.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,   1823.3,   2.5123,  34.6947,2.0,    180.7,2.0,    181.3,2.0,    75.71,2.0,    31.66,2.0,     2.16,2.0,   2348.6,2.0,7.5893,2.0,    25.00,   2.3831
225,  29HE20130320,9.0,1.0,11.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,   1624.4,   2.6997,  34.6717,2.0,    180.3,2.0,    181.7,2.0,    69.67,2.0,    31.65,2.0,     2.18,2.0,   2339.3,2.0,7.5837,2.0,    25.00,   2.5848
226,  29HE20130320,9.0,1.0,12.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,   1414.7,   2.8924,  34.6393,2.0,    182.0,2.0,    182.3,2.0,    62.15,2.0,    31.73,2.0,     2.17,2.0,   2334.6,2.0,7.5832,2.0,    25.00,   2.7926
227,  29HE20130320,9.0,1.0,13.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,   1220.9,   2.7393,  34.5163,2.0,    176.3,2.0,    177.6,2.0,    65.74,2.0,    33.91,2.0,     2.32,2.0,   2332.3,2.0,7.5589,2.0,    25.00,   2.6567
228,  29HE20130320,9.0,1.0,14.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,   1012.6,   2.8795,  34.4204,2.0,    186.1,2.0,    187.3,2.0,    57.02,2.0,    34.03,2.0,     2.32,2.0,   2321.0,2.0,7.5613,2.0,    25.00,   2.8117
229,  29HE20130320,9.0,1.0,15.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,    809.3,   3.1335,  34.3174,2.0,    207.5,2.0,    207.8,2.0,    44.03,2.0,    32.80,2.0,     2.24,2.0,   2310.1,2.0,7.5846,2.0,    25.00,   3.0792
230,  29HE20130320,9.0,1.0,16.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,    713.6,   3.2181,  34.2533,2.0,    224.7,2.0,    226.5,2.0,    35.40,2.0,    31.66,2.0,     2.15,2.0,   2301.3,2.0,7.6017,2.0,    25.00,   3.1703
231,  29HE20130320,9.0,1.0,17.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,    605.8,   3.3486,  34.1896,2.0,    244.2,2.0,    243.8,2.0,    28.21,2.0,    30.18,2.0,     2.00,2.0,   2295.1,2.0,7.6255,2.0,    25.00,   3.3080
232,  29HE20130320,9.0,1.0,18.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,    505.6,   3.5971,  34.1546,2.0,    257.7,2.0,    257.7,2.0,    21.61,2.0,    28.63,2.0,     1.89,2.0,   2290.0,2.0,7.6438,2.0,    25.00,   3.5626
233,  29HE20130320,9.0,1.0,19.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,    405.8,   3.9351,  34.1278,2.0,    272.3,2.0,    271.7,2.0,    15.85,2.0,    27.01,2.0,     1.76,2.0,   2289.1,2.0,7.6675,2.0,    25.00,   3.9067
234,  29HE20130320,9.0,1.0,20.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,    306.5,   4.3911,  34.1307,2.0,    276.2,2.0,    276.1,2.0,    11.36,2.0,    25.50,2.0,     1.63,2.0,   2282.5,2.0,7.6804,2.0,    25.00,   4.3688
235,  29HE20130320,9.0,1.0,21.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,    202.5,   5.2172,  34.1785,2.0,    265.8,2.0,    264.9,2.0,     9.16,2.0,    24.45,2.0,     1.53,2.0,   2280.6,2.0,7.685,2.0,    25.00,   5.2013
236,  29HE20130320,9.0,1.0,22.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,    104.4,   8.2844,  34.4392,2.0,    252.5,2.0,    252.9,2.0,     4.12,2.0,    18.18,2.0,     1.05,2.0,   2297.7,2.0,7.752,2.0,    25.00,   8.2738
237,  29HE20130320,9.0,1.0,23.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,     50.6,  13.1862,  34.5276,2.0,    252.3,2.0,    252.6,2.0,     1.01,2.0,     4.58,2.0,     0.31,2.0,   2306.0,2.0,7.9158,2.0,    25.00,  13.1792
238,  29HE20130320,9.0,1.0,24.0,2.0,20130326.0,1324.0,-45.905,-52.812, 6150,      6.4,  13.6599,  34.5229,2.0,    260.6,2.0,    260.6,2.0,     0.67,2.0,     2.88,2.0,     0.15,2.0,   2303.5,2.0,7.9374,2.0,    25.00,  13.6590
239,  29HE20130320,10.0,1.0,1.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,   6108.0,   0.3945,  34.6703,2.0,    223.0,2.0,    222.7,2.0,   128.77,2.0,    32.65,2.0,     2.34,2.0,   2369.1,2.0,7.5902,2.0,    25.00,  -0.1378
240,  29HE20130320,10.0,1.0,2.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,   5614.9,   0.3552,  34.6719,2.0,    222.9,2.0,    223.0,2.0,   128.48,2.0,    32.54,2.0,     2.33,2.0,   2368.5,2.0,7.5944,2.0,    25.00,  -0.1133
241,  29HE20130320,10.0,1.0,3.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,   5099.2,   0.3534,  34.6746,2.0,    222.3,2.0,    221.5,2.0,   127.30,2.0,    32.28,2.0,     2.34,2.0,   2365.7,2.0,7.5962,2.0,    25.00,  -0.0532
242,  29HE20130320,10.0,1.0,4.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,   4583.8,   0.4463,  34.6807,2.0,    219.4,2.0,    218.5,2.0,   125.91,2.0,    32.39,2.0,     2.30,2.0,   2366.3,2.0,7.592,2.0,    25.00,   0.0950
243,  29HE20130320,10.0,1.0,5.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,   4067.2,   0.7518,  34.6967,2.0,    212.7,2.0,    212.8,2.0,   140.93,2.0,    31.88,2.0,     2.29,2.0,   2364.1,2.0,7.5997,2.0,    25.00,   0.4469
244,  29HE20130320,10.0,1.0,6.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,   3554.0,   1.1771,  34.7195,2.0,    205.5,2.0,    205.5,2.0,   134.05,2.0,    31.20,2.0,     2.24,2.0,   2363.5,2.0,7.6232,2.0,    25.00,   0.9134
245,  29HE20130320,10.0,1.0,7.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,   3046.8,   1.6095,  34.7422,2.0,    200.3,2.0,    200.6,2.0,   124.85,2.0,    30.17,2.0,     2.14,2.0,   2355.6,2.0,7.6261,2.0,    25.00,   1.3854
246,  29HE20130320,10.0,1.0,8.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,   2535.9,   2.1474,  34.7818,2.0,    204.6,2.0,    205.1,2.0,   104.14,2.0,    28.19,2.0,     1.99,2.0,   2351.8,2.0,7.6317,2.0,    25.00,   1.9605
247,  29HE20130320,10.0,1.0,9.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,   2029.8,   2.4704,  34.7644,2.0,    196.0,2.0,    193.1,2.0,    98.66,2.0,    29.55,2.0,     2.06,2.0,   2343.9,2.0,7.5917,2.0,    25.00,   2.3238
248,  29HE20130320,10.0,1.0,10.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,   1818.9,   2.6016,  34.7419,2.0,    190.7,2.0,    190.9,2.0,    95.24,2.0,    29.79,2.0,     2.10,2.0,   2348.9,2.0,7.6057,2.0,    25.00,   2.4714
249,  29HE20130320,10.0,1.0,11.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,   1620.6,   2.5469,  34.6871,2.0,    180.0,2.0,    179.9,2.0,   101.89,2.0,    31.52,2.0,     2.20,2.0,   2340.7,2.0,7.58,2.0,    25.00,   2.4342
250,  29HE20130320,10.0,1.0,12.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,   1421.3,   2.5103,  34.6241,2.0,    172.1,2.0,    172.2,2.0,   104.05,2.0,    33.28,2.0,     2.39,2.0,   2334.6,2.0,7.5633,2.0,    25.00,   2.4142
251,  29HE20130320,10.0,1.0,13.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,   1206.3,   2.6419,  34.5712,2.0,    172.8,2.0,    173.7,2.0,    97.86,2.0,    33.82,2.0,     2.41,2.0,   2333.1,2.0,7.5642,2.0,    25.00,   2.5613
252,  29HE20130320,10.0,1.0,14.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,   1009.7,   2.7359,  34.4852,2.0,    177.3,2.0,    177.4,2.0,    90.64,2.0,    34.28,2.0,     2.45,2.0,   2322.6,2.0,7.5602,2.0,    25.00,   2.6694
253,  29HE20130320,10.0,1.0,15.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,    805.9,   2.7741,  34.3662,2.0,    193.2,2.0,    193.5,2.0,    78.55,2.0,    34.07,2.0,     2.42,2.0,   2310.2,2.0,7.5612,2.0,    25.00,   2.7222
254,  29HE20130320,10.0,1.0,16.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,    713.7,   2.8147,  34.3161,2.0,    204.7,2.0,    205.3,2.0,    69.92,2.0,    33.38,2.0,     2.33,2.0,   2303.8,2.0,7.5707,2.0,    25.00,   2.7691
255,  29HE20130320,10.0,1.0,17.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,    600.2,   2.8336,  34.2396,2.0,    224.8,2.0,    225.3,2.0,    57.91,2.0,    32.34,2.0,     2.22,2.0,   2296.3,2.0,7.5942,2.0,    25.00,   2.7958
256,  29HE20130320,10.0,1.0,18.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,    510.2,   2.8516,  34.1785,2.0,    243.5,2.0,    244.2,2.0,    47.35,2.0,    30.93,2.0,     2.15,2.0,   2287.1,2.0,7.6095,2.0,    25.00,   2.8198
257,  29HE20130320,10.0,1.0,19.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,    399.4,   3.0198,  34.1167,2.0,    263.2,2.0,    263.1,2.0,    24.47,2.0,    29.40,2.0,     2.03,2.0,   2281.3,2.0,7.6325,2.0,    25.00,   2.9948
258,  29HE20130320,10.0,1.0,20.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,    309.7,   3.3137,  34.0832,2.0,    274.3,2.0,    274.4,2.0,    18.12,2.0,    28.06,2.0,     1.93,2.0,   2276.1,2.0,7.6524,2.0,    25.00,   3.2938
259,  29HE20130320,10.0,1.0,21.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,    201.2,   3.8841,  34.0679,2.0,    290.5,2.0,    289.8,2.0,    11.65,2.0,    25.51,2.0,     1.76,2.0,   2270.5,2.0,7.6825,2.0,    25.00,   3.8704
260,  29HE20130320,10.0,1.0,22.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,    101.7,   6.3002,  34.0575,2.0,    286.5,2.0,    285.8,2.0,     3.93,2.0,    20.72,2.0,     1.41,2.0,   2263.2,2.0,7.7459,2.0,    25.00,   6.2914
261,  29HE20130320,10.0,1.0,23.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,     51.7,  12.2940,  34.1935,2.0,    266.5,2.0,    267.5,2.0,     0.91,2.0,     5.69,2.0,     0.45,2.0,   2276.5,2.0,7.9094,2.0,    25.00,  12.2872
262,  29HE20130320,10.0,1.0,24.0,2.0,20130326.0,2256.0,-45.305,-52.287, 6012,      6.0,  12.3214,  34.1618,2.0,    269.5,2.0,    268.6,2.0,     0.94,2.0,     5.79,2.0,     0.35,2.0,   2275.0,2.0,7.8965,2.0,    25.00,  12.3206
